"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"30949",31,"blue-collar","divorced","basic.9y","no","yes","no","cellular","may","tue",160,2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
"6684",44,"management","married","basic.9y","unknown","no","no","telephone","may","wed",282,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"41010",24,"blue-collar","single","high.school","no","no","no","cellular","oct","thu",1032,1,3,1,"success",-1.1,94.601,-49.5,1.025,4963.6,"yes"
"3914",34,"management","married","high.school","no","no","no","telephone","may","mon",221,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"21016",32,"technician","single","university.degree","no","yes","no","cellular","aug","thu",388,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"890",30,"admin.","single","university.degree","no","no","no","telephone","may","wed",25,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"6947",29,"admin.","married","university.degree","no","yes","no","telephone","may","thu",203,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"29509",37,"management","married","university.degree","no","no","no","cellular","apr","mon",352,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"28548",30,"admin.","married","university.degree","no","no","yes","cellular","apr","wed",389,2,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,"no"
"37662",71,"retired","married","basic.4y","unknown","unknown","unknown","cellular","aug","tue",216,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.859,5076.2,"yes"
"35973",31,"services","single","university.degree","no","no","no","cellular","may","mon",262,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"yes"
"40996",54,"services","divorced","high.school","no","no","no","cellular","oct","wed",268,1,999,1,"failure",-1.1,94.601,-49.5,1.016,4963.6,"no"
"23240",57,"admin.","married","university.degree","unknown","no","no","cellular","aug","tue",101,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"34034",39,"retired","single","basic.6y","unknown","yes","no","cellular","may","wed",466,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"24965",35,"admin.","married","high.school","no","yes","no","cellular","nov","tue",17,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"1342",48,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","thu",289,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"25181",43,"entrepreneur","married","basic.4y","no","yes","no","cellular","nov","tue",40,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"25159",40,"admin.","divorced","basic.9y","no","no","no","cellular","nov","tue",179,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"2145",50,"management","married","basic.9y","no","no","no","telephone","may","mon",219,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"33044",23,"services","single","basic.9y","unknown","yes","no","cellular","may","mon",350,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"41115",60,"admin.","married","unknown","no","no","no","cellular","nov","tue",787,1,7,2,"success",-1.1,94.767,-50.8,1.046,4963.6,"yes"
"16999",28,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","thu",1820,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"5923",57,"admin.","married","basic.6y","unknown","yes","no","telephone","may","tue",353,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"35451",38,"admin.","single","university.degree","no","yes","yes","telephone","may","mon",193,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"30219",35,"management","married","university.degree","no","no","no","cellular","apr","thu",375,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
"36633",42,"services","divorced","high.school","no","yes","no","telephone","jun","thu",143,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
"32071",39,"technician","married","professional.course","unknown","yes","no","cellular","may","fri",608,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"26135",40,"blue-collar","single","basic.9y","no","unknown","unknown","cellular","nov","wed",245,4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"21941",32,"admin.","single","university.degree","no","no","no","cellular","aug","wed",352,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"30946",43,"blue-collar","married","basic.4y","unknown","yes","no","cellular","may","tue",325,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"10141",33,"management","single","university.degree","no","yes","no","telephone","jun","thu",118,3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
"31432",28,"blue-collar","married","basic.9y","no","no","no","cellular","may","wed",549,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"31693",45,"management","married","university.degree","no","yes","no","cellular","may","thu",239,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"34276",43,"blue-collar","married","basic.4y","no","no","yes","cellular","may","thu",722,2,11,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"yes"
"7946",54,"admin.","married","high.school","unknown","yes","no","telephone","jun","mon",490,12,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"26851",39,"services","single","high.school","no","no","no","cellular","nov","thu",148,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"4330",36,"admin.","divorced","high.school","no","yes","yes","telephone","may","tue",124,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"32257",45,"services","single","high.school","no","yes","no","cellular","may","fri",127,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"30668",36,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","tue",39,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"24140",44,"management","married","university.degree","no","yes","no","cellular","nov","mon",130,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
"19213",31,"management","married","university.degree","no","no","no","cellular","aug","wed",347,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
"27001",42,"technician","married","professional.course","no","no","no","cellular","nov","fri",21,6,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"21262",32,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",150,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"4810",57,"management","married","basic.9y","unknown","yes","no","telephone","may","wed",59,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"14780",49,"services","married","high.school","unknown","yes","no","cellular","jul","wed",122,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"10422",34,"admin.","married","university.degree","no","yes","no","telephone","jun","mon",14,14,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
"16981",22,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu",203,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"24008",35,"management","married","university.degree","no","yes","no","telephone","oct","mon",309,1,999,0,"nonexistent",-0.1,93.798,-40.4,5,5195.8,"no"
"9919",41,"self-employed","married","high.school","no","unknown","unknown","telephone","jun","wed",143,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"14101",39,"technician","divorced","university.degree","no","no","no","cellular","jul","mon",179,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"33641",38,"blue-collar","single","basic.9y","no","yes","no","telephone","may","wed",65,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"15615",26,"services","married","high.school","no","yes","yes","cellular","jul","mon",114,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"17866",48,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","tue",63,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"23011",40,"technician","divorced","professional.course","no","unknown","unknown","cellular","aug","tue",69,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"26101",32,"blue-collar","married","basic.6y","no","no","yes","cellular","nov","wed",188,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"27208",40,"management","married","university.degree","no","yes","no","cellular","nov","fri",401,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
"11068",28,"admin.","single","university.degree","no","yes","no","telephone","jun","wed",249,5,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"29211",27,"admin.","single","high.school","no","yes","no","cellular","apr","fri",108,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"40319",63,"retired","married","basic.4y","no","no","no","cellular","jul","fri",273,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.896,4991.6,"no"
"11171",42,"blue-collar","single","basic.6y","no","unknown","unknown","telephone","jun","thu",59,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"15654",28,"technician","married","basic.9y","no","unknown","unknown","cellular","jul","mon",153,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"3819",51,"retired","married","university.degree","no","yes","yes","telephone","may","fri",243,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"27728",34,"management","married","university.degree","no","yes","no","cellular","mar","tue",225,5,999,0,"nonexistent",-1.8,92.843,-50,1.799,5099.1,"no"
"19119",38,"admin.","divorced","university.degree","no","yes","no","cellular","aug","tue",339,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"22727",46,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","mon",626,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes"
"28819",36,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu",211,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
"33670",36,"blue-collar","divorced","basic.9y","no","no","no","cellular","may","wed",129,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"29133",34,"admin.","divorced","university.degree","no","yes","no","cellular","apr","fri",649,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"8545",48,"admin.","married","high.school","no","yes","yes","telephone","jun","wed",105,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"7086",36,"services","married","high.school","no","no","no","telephone","may","thu",139,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"16077",37,"admin.","married","university.degree","no","yes","no","cellular","jul","tue",125,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"2432",44,"management","married","university.degree","unknown","no","no","telephone","may","tue",730,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"20861",42,"admin.","married","professional.course","unknown","yes","yes","cellular","aug","thu",157,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"30238",55,"admin.","married","unknown","no","yes","no","cellular","apr","thu",110,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
"21020",47,"admin.","married","university.degree","no","no","no","cellular","aug","thu",167,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"6159",49,"blue-collar","married","basic.6y","no","no","no","telephone","may","tue",95,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"17698",38,"unemployed","married","basic.4y","unknown","yes","no","cellular","jul","tue",176,20,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"9416",40,"technician","married","basic.9y","no","no","no","telephone","jun","fri",27,4,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"38911",55,"management","married","university.degree","no","yes","no","cellular","nov","tue",283,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"no"
"32050",43,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",1297,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"4426",34,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","tue",195,10,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"33643",57,"admin.","married","basic.4y","unknown","yes","no","cellular","may","wed",164,2,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"30754",40,"management","married","university.degree","no","yes","no","cellular","may","tue",459,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"11290",43,"admin.","married","university.degree","no","no","no","telephone","jun","thu",30,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"5915",39,"admin.","married","professional.course","no","yes","no","telephone","may","tue",292,7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"12939",23,"entrepreneur","married","professional.course","no","no","no","cellular","jul","tue",58,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"40100",62,"technician","married","unknown","no","no","no","cellular","jul","mon",167,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.827,4991.6,"no"
"37722",45,"self-employed","married","university.degree","no","no","yes","cellular","aug","thu",157,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.851,5076.2,"no"
"30972",42,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","tue",63,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"23169",37,"technician","divorced","professional.course","no","yes","no","cellular","aug","tue",520,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"1425",44,"self-employed","married","professional.course","no","no","no","telephone","may","thu",626,6,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"35914",53,"technician","married","professional.course","no","no","no","cellular","may","mon",421,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"yes"
"18420",29,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",543,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"19907",47,"admin.","married","high.school","unknown","no","no","cellular","aug","fri",61,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"2953",30,"technician","single","professional.course","no","yes","no","telephone","may","wed",343,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"9879",38,"blue-collar","married","basic.6y","no","yes","no","telephone","jun","wed",362,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"5529",41,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","mon",120,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"18602",58,"unknown","married","high.school","unknown","no","no","cellular","jul","thu",222,2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"16749",27,"services","single","high.school","no","yes","no","telephone","jul","thu",32,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"474",29,"admin.","married","university.degree","unknown","yes","no","telephone","may","tue",379,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"21408",45,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",245,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"36086",25,"admin.","single","university.degree","no","yes","no","cellular","may","tue",427,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
"16213",53,"admin.","single","unknown","unknown","no","no","cellular","jul","tue",183,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"2722",46,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","wed",421,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"2636",31,"services","married","basic.9y","no","no","no","telephone","may","tue",945,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes"
"5424",39,"housemaid","married","high.school","no","yes","no","telephone","may","fri",61,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"31824",45,"blue-collar","married","basic.4y","no","unknown","unknown","cellular","may","thu",67,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"40664",28,"management","single","university.degree","no","yes","no","cellular","sep","wed",358,3,6,1,"success",-1.1,94.199,-37.5,0.88,4963.6,"yes"
"16866",45,"admin.","married","unknown","unknown","no","no","cellular","jul","thu",188,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"20550",32,"technician","single","university.degree","no","no","no","cellular","aug","tue",432,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes"
"15512",47,"admin.","single","university.degree","no","no","yes","telephone","jul","fri",183,9,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"18558",37,"housemaid","single","professional.course","no","yes","no","cellular","jul","thu",255,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"4112",22,"services","single","high.school","no","yes","no","telephone","may","mon",345,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"20593",35,"technician","married","university.degree","no","no","yes","cellular","aug","tue",204,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"38522",63,"retired","married","high.school","no","yes","no","cellular","oct","wed",96,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"yes"
"23269",37,"blue-collar","single","professional.course","no","yes","no","cellular","aug","wed",503,8,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"20412",40,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",124,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"29263",28,"technician","single","university.degree","no","no","no","cellular","apr","fri",232,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"23356",47,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",38,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"25362",35,"services","divorced","basic.9y","no","yes","yes","cellular","nov","tue",62,6,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
